,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207,L208,L209,L210,L211,L212,L213,L214,L215,L216,L217,L218,L219,L220,L221,L222,L223,L224,L225,L226,L227,L228,L229,L230,L231,L232,L233,L234,L235,L236,L237,L238,L239,L240,L241,L242,L243,L244,L245,L246,L247,L248,L249,L250,L251,L252,L253,L254,L255,L256,L257,L258,L259,L260,L261,L262,L263,L264,L265,L266,L267,L268,L269,L270,L271,L272,L273,L274,L275,L276,L277,L278,L279,L280,L281,L282,L283,L284,L285,L286,L287,L288,L289,L290,L291,L292,L293,L294,L295,L296,L297,L298,L299,L300,L301,L302,fps,duration,num_frames,segment_start,segment_end,cycle_start_id,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151
660,660,660,660,660,660,others,stu11_11.mp4,12.0,106.0,193.0,193.0,288.0,288.0,381.0,381.0,472.0,472.0,568.0,568.0,655.0,655.0,747.0,770.0,856.0,856.0,941.0,941.0,1031.0,1031.0,1121.0,1121.0,1199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.97002997002997,40.00663333333333,1199,0,1199,0,182.0,203.0,330.0,449.0,490.0,581.0,684.0,842.0,915.0,1018.0,1120.0,1127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,661,661,661,661,661,others,stu11_12.mp4,5.0,23.0,101.0,101.0,192.0,192.0,281.0,281.0,364.0,364.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,21.0,525,0,525,0,30.0,157.0,206.0,310.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,662,662,662,662,662,others,stu11_13.mp4,42.0,72.0,121.0,121.0,159.0,159.0,196.0,196.0,234.0,234.0,275.0,275.0,313.0,313.0,354.0,354.0,395.0,395.0,436.0,436.0,478.0,478.0,520.0,520.0,562.0,562.0,599.0,599.0,643.0,643.0,683.0,683.0,727.0,727.0,767.0,767.0,809.0,809.0,850.0,850.0,892.0,892.0,932.0,932.0,972.0,972.0,1014.0,1014.0,1055.0,1055.0,1094.0,1094.0,1135.0,1135.0,1176.0,1176.0,1215.0,1215.0,1254.0,1254.0,1292.0,1292.0,1333.0,1333.0,1374.0,1374.0,1413.0,1413.0,1451.0,1451.0,1488.0,1488.0,1528.0,1528.0,1567.0,1567.0,1606.0,1606.0,1643.0,1643.0,1682.0,1682.0,1720.0,1720.0,1763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.97002997002997,58.992266666666666,1768,0,1768,0,107.0,147.0,194.0,226.0,247.0,287.0,318.0,375.0,406.0,454.0,481.0,537.0,580.0,627.0,676.0,701.0,730.0,807.0,817.0,860.0,927.0,946.0,989.0,1052.0,1056.0,1113.0,1153.0,1179.0,1245.0,1281.0,1323.0,1354.0,1380.0,1432.0,1461.0,1526.0,1529.0,1582.0,1614.0,1678.0,1716.0,1735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,663,663,663,663,663,pommelhorse,stu11_14.mp4,27.0,27.0,51.0,51.0,72.0,72.0,96.0,96.0,121.0,121.0,143.0,143.0,166.0,166.0,188.0,188.0,212.0,212.0,236.0,236.0,261.0,261.0,284.0,284.0,305.0,305.0,327.0,327.0,350.0,350.0,375.0,375.0,398.0,398.0,421.0,421.0,445.0,445.0,469.0,469.0,493.0,493.0,521.0,521.0,546.0,546.0,572.0,572.0,597.0,597.0,626.0,626.0,652.0,652.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,28.0,700,0,700,0,42.0,64.0,90.0,114.0,141.0,157.0,178.0,211.0,228.0,242.0,267.0,301.0,314.0,331.0,361.0,376.0,413.0,424.0,458.0,471.0,515.0,530.0,564.0,586.0,620.0,631.0,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,664,664,664,664,664,pommelhorse,stu11_15.mp4,18.0,19.0,48.0,48.0,72.0,72.0,101.0,101.0,129.0,129.0,156.0,156.0,183.0,183.0,209.0,209.0,235.0,235.0,264.0,264.0,292.0,300.0,332.0,332.0,370.0,370.0,403.0,403.0,434.0,434.0,467.0,467.0,503.0,503.0,535.0,535.0,561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,21.0,630,0,630,0,25.0,52.0,83.0,104.0,151.0,167.0,193.0,218.0,237.0,278.0,328.0,337.0,379.0,425.0,466.0,492.0,534.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,665,665,665,665,665,pommelhorse,stu11_16.mp4,16.0,48.0,75.0,75.0,103.0,103.0,128.0,128.0,156.0,279.0,313.0,313.0,339.0,339.0,372.0,372.0,395.0,395.0,432.0,432.0,463.0,463.0,494.0,494.0,525.0,525.0,559.0,559.0,595.0,595.0,631.0,631.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,27.0,810,0,810,0,55.0,88.0,111.0,148.0,283.0,322.0,359.0,385.0,419.0,459.0,468.0,505.0,535.0,568.0,607.0,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,666,666,666,666,666,pommelhorse,stu11_17.mp4,20.0,25.0,54.0,54.0,85.0,85.0,113.0,113.0,141.0,141.0,166.0,166.0,197.0,197.0,222.0,222.0,250.0,250.0,281.0,281.0,308.0,308.0,344.0,344.0,374.0,374.0,403.0,403.0,430.0,430.0,459.0,459.0,500.0,500.0,530.0,530.0,559.0,559.0,587.0,587.0,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,21.0,630,0,630,0,50.0,57.0,86.0,117.0,152.0,172.0,206.0,234.0,258.0,304.0,321.0,356.0,394.0,412.0,444.0,461.0,525.0,541.0,564.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,667,667,667,667,667,pommelhorse,stu11_18.mp4,21.0,2.0,30.0,30.0,57.0,57.0,85.0,85.0,111.0,111.0,140.0,140.0,170.0,170.0,199.0,199.0,231.0,231.0,259.0,259.0,290.0,290.0,318.0,334.0,359.0,359.0,387.0,387.0,416.0,416.0,442.0,442.0,469.0,469.0,494.0,494.0,523.0,523.0,554.0,554.0,584.0,584.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,22.0,660,0,660,0,17.0,35.0,74.0,88.0,130.0,162.0,179.0,206.0,241.0,271.0,295.0,356.0,362.0,390.0,439.0,459.0,471.0,517.0,551.0,567.0,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,668,668,668,668,668,pommelhorse,stu11_19.mp4,15.0,40.0,68.0,68.0,97.0,97.0,127.0,127.0,155.0,155.0,183.0,183.0,210.0,210.0,235.0,235.0,264.0,264.0,292.0,292.0,320.0,320.0,349.0,349.0,378.0,378.0,409.0,409.0,437.0,437.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,17.0,510,0,510,0,57.0,89.0,115.0,144.0,157.0,189.0,231.0,244.0,280.0,297.0,335.0,359.0,385.0,423.0,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,669,669,669,669,669,others,stu11_2.mp4,6.0,118.0,151.0,151.0,178.0,178.0,196.0,196.0,208.0,208.0,220.0,220.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,250,0,250,0,147.0,168.0,192.0,202.0,217.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,670,670,670,670,670,pommelhorse,stu11_20.mp4,16.0,0.0,32.0,32.0,63.0,63.0,90.0,90.0,114.0,114.0,142.0,142.0,171.0,292.0,324.0,324.0,355.0,355.0,383.0,383.0,413.0,413.0,445.0,445.0,476.0,476.0,511.0,511.0,546.0,546.0,575.0,575.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,22.0,660,0,660,0,30.0,52.0,72.0,95.0,126.0,169.0,316.0,343.0,381.0,412.0,438.0,464.0,504.0,544.0,573.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,671,671,671,671,671,pommelhorse,stu11_21.mp4,18.0,23.0,47.0,47.0,72.0,72.0,99.0,99.0,124.0,124.0,150.0,150.0,177.0,177.0,202.0,202.0,230.0,230.0,259.0,259.0,286.0,286.0,311.0,311.0,338.0,338.0,364.0,364.0,389.0,389.0,415.0,415.0,442.0,442.0,469.0,469.0,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,18.0,540,0,540,0,44.0,65.0,80.0,111.0,135.0,161.0,187.0,225.0,250.0,260.0,302.0,316.0,346.0,372.0,409.0,438.0,445.0,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,672,672,672,672,672,pommelhorse,stu11_22.mp4,23.0,16.0,45.0,45.0,75.0,75.0,105.0,141.0,175.0,175.0,211.0,211.0,245.0,245.0,280.0,280.0,315.0,315.0,353.0,353.0,388.0,388.0,417.0,417.0,446.0,446.0,467.0,467.0,496.0,496.0,527.0,527.0,559.0,559.0,590.0,590.0,616.0,616.0,644.0,644.0,675.0,675.0,709.0,709.0,735.0,735.0,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,26.0,780,0,780,0,36.0,48.0,101.0,151.0,182.0,235.0,270.0,307.0,330.0,369.0,392.0,428.0,448.0,486.0,502.0,550.0,573.0,599.0,618.0,672.0,689.0,712.0,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,673,673,673,673,673,pommelhorse,stu11_23.mp4,32.0,14.0,35.0,35.0,56.0,56.0,78.0,78.0,99.0,99.0,121.0,121.0,147.0,147.0,170.0,170.0,192.0,192.0,214.0,214.0,236.0,236.0,261.0,261.0,283.0,283.0,304.0,304.0,329.0,329.0,351.0,351.0,371.0,371.0,393.0,393.0,415.0,415.0,437.0,437.0,461.0,461.0,486.0,486.0,510.0,510.0,532.0,532.0,553.0,553.0,576.0,576.0,598.0,598.0,618.0,618.0,640.0,640.0,663.0,663.0,685.0,685.0,707.0,707.0,733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,33.0,825,0,825,0,34.0,46.0,66.0,93.0,106.0,146.0,150.0,176.0,193.0,220.0,254.0,275.0,291.0,311.0,340.0,352.0,373.0,408.0,425.0,456.0,475.0,504.0,523.0,546.0,568.0,593.0,603.0,625.0,644.0,669.0,700.0,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,674,674,674,674,674,pommelhorse,stu11_24.mp4,40.0,0.0,25.0,25.0,44.0,44.0,70.0,70.0,95.0,95.0,121.0,121.0,147.0,147.0,169.0,169.0,192.0,192.0,216.0,216.0,241.0,241.0,263.0,263.0,287.0,287.0,310.0,310.0,334.0,334.0,357.0,357.0,381.0,381.0,404.0,404.0,426.0,426.0,449.0,449.0,475.0,475.0,498.0,498.0,521.0,521.0,547.0,547.0,576.0,576.0,599.0,599.0,620.0,620.0,643.0,643.0,664.0,664.0,687.0,687.0,711.0,711.0,737.0,737.0,762.0,762.0,784.0,784.0,808.0,808.0,829.0,829.0,855.0,855.0,879.0,879.0,905.0,905.0,930.0,930.0,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,40.0,1000,0,1000,0,18.0,30.0,67.0,84.0,115.0,139.0,157.0,191.0,199.0,239.0,249.0,274.0,305.0,317.0,346.0,360.0,391.0,420.0,428.0,467.0,481.0,511.0,525.0,575.0,577.0,616.0,631.0,658.0,675.0,698.0,733.0,739.0,781.0,791.0,828.0,834.0,857.0,889.0,912.0,934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,675,675,675,675,675,pommelhorse,stu11_25.mp4,39.0,0.0,25.0,25.0,54.0,54.0,83.0,83.0,113.0,113.0,144.0,144.0,175.0,175.0,203.0,203.0,230.0,230.0,256.0,256.0,285.0,285.0,313.0,313.0,339.0,339.0,367.0,367.0,397.0,397.0,427.0,427.0,457.0,457.0,483.0,483.0,510.0,510.0,537.0,537.0,570.0,570.0,597.0,597.0,624.0,624.0,651.0,651.0,680.0,680.0,709.0,709.0,735.0,735.0,763.0,763.0,789.0,789.0,814.0,814.0,842.0,842.0,871.0,871.0,903.0,903.0,935.0,935.0,970.0,970.0,1000.0,1000.0,1033.0,1033.0,1066.0,1066.0,1091.0,1091.0,1124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.97,40.00667334000668,1199,0,1199,0,3.0,28.0,62.0,112.0,118.0,152.0,185.0,205.0,248.0,284.0,296.0,329.0,360.0,372.0,422.0,456.0,460.0,487.0,528.0,558.0,591.0,614.0,633.0,652.0,695.0,719.0,761.0,784.0,803.0,839.0,855.0,889.0,924.0,937.0,997.0,1007.0,1060.0,1075.0,1116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,676,676,676,676,676,pommelhorse,stu11_26.mp4,32.0,33.0,56.0,56.0,79.0,79.0,104.0,104.0,126.0,126.0,151.0,151.0,173.0,173.0,197.0,197.0,222.0,222.0,247.0,247.0,276.0,276.0,301.0,301.0,325.0,325.0,349.0,349.0,375.0,375.0,403.0,403.0,429.0,429.0,456.0,456.0,481.0,481.0,504.0,504.0,526.0,526.0,550.0,550.0,572.0,572.0,598.0,598.0,623.0,623.0,649.0,649.0,673.0,673.0,698.0,698.0,726.0,726.0,754.0,754.0,780.0,780.0,805.0,805.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,34.0,850,0,850,0,52.0,78.0,96.0,114.0,130.0,167.0,193.0,203.0,234.0,252.0,296.0,303.0,345.0,369.0,400.0,416.0,440.0,469.0,484.0,519.0,540.0,565.0,577.0,617.0,634.0,653.0,686.0,704.0,738.0,759.0,787.0,815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
